investment_recommendation,reason_summary,data_confidence,red_flag_count,red_flag_reasons,fund_name,manager_name,vintage_year,vintage_age,sub_strategy,geography,irr_max,tvpi_max,dpi_max,irr_quality,tvpi_quality,dpi_quality,has_institutional_match,institutional_fund_name,institutional_trend_score,match_score,fund_id,strategy,lp_count,irr_min,tvpi_min,dpi_min,gross_asset_value_usd,final_close_size_usd,latest_as_of_date,lp_fund_id,lp_fund_name,lp_manager_name,lp_vintage_year,lp_sub_strategy,lp_geography,lp_irr_max,lp_tvpi_max,lp_dpi_max,canonical_fund_id,institutional_vintage_year,institutional_quarter_count,institutional_latest_quarter,institutional_latest_tvpi,institutional_latest_irr,institutional_tvpi_change_total
Good Candidate,Excellent IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,Eureka Growth Capital III,Eureka,2013.0,13.0,growth_equity,global,0.44,2.8,2.7591,Excellent IRR,Excellent TVPI,Strong realized DPI,False,,,,eureka-growth-capital-iii,private_equity,1,0.44,2.8,2.3435,,,2025-03-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Eureka II,Eureka,2006.0,20.0,buyout,north_america,0.045,1.3,1.1158,Weak IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,eureka-ii,private_equity,1,0.045,1.3,1.11579,31136162.0,,2025-03-31,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Good TVPI | Strong DPI for age | No institutional match,Medium,0,,Eureka III,Eureka,2019.0,7.0,buyout,north_america,0.3526,2.17,2.15278,Excellent IRR,Good TVPI,Strong DPI for age,False,,,,eureka-iii,private_equity,1,0.3525,2.17,2.14237,56782453.0,,2025-11-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,Eureka IV,Eureka,2019.0,7.0,buyout,north_america,0.0229,1.06,0.133472,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,eureka-iv,private_equity,1,0.0089,1.02,0.130959,156893834.0,,2025-11-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Euro Choice II (Delaware) L.P.,Euro Choice,2004.0,22.0,buyout,europe,0.071,1.46,1.4604,Weak IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,euro-choice-ii-delaware-l-p,private_equity,1,0.071,1.46,1.4604,43824958.0,,2021-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Euro Choice III (fka LODH Private Equity - Euro Choice III),Euro Choice,2006.0,20.0,buyout,europe,0.029,1.16,1.1608,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,euro-choice-iii-fka-lodh-private-equity-euro-choic,private_equity,1,0.029,1.16,1.1608,,,2023-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Euro Choice III L.P.,Euro Choice,2006.0,20.0,buyout,europe,0.029,1.16,1.1608,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,euro-choice-iii-l-p,private_equity,1,0.029,1.16,1.1608,0.0,,2021-12-31,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Excellent TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Euro Choice IV,Euro Choice,2008.0,18.0,buyout,europe,0.135,6.1,1.3846,Acceptable IRR,Excellent TVPI,Acceptable realized DPI,False,,,,euro-choice-iv,private_equity,3,0.058,1.36,1.3551,0.0,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Evercore Capital Partners II, L.P.",H.I.G. Capital,2003.0,23.0,buyout,north_america,0.0491,1.2,1.2173,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,evercore-capital-partners-ii-l-p,private_equity,1,0.0491,1.2,1.2173,69371224.0,,2024-09-30,,,,,,,,,,,,,,,,
Good Candidate,Acceptable IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,"Evergreen I, L.P.",Evergreen,1984.0,42.0,buyout,north_america,0.126,2.8,2.7937,Acceptable IRR,Excellent TVPI,Strong realized DPI,False,,,,evergreen-i-l-p,private_equity,1,0.126,2.8,2.7937,,,2024-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Evergreen II, L.P.",Evergreen,1984.0,42.0,buyout,north_america,0.0169,1.1,1.1073,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,evergreen-ii-l-p,private_equity,1,0.0169,1.1,1.1073,,,2024-09-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Evergreen III, L.P.",Evergreen,1987.0,39.0,buyout,north_america,0.0776,1.5,1.4742,Weak IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,evergreen-iii-l-p,private_equity,1,0.0776,1.5,1.4742,,,2024-09-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Evergreen IV, L.P.",Evergreen,1987.0,39.0,buyout,north_america,0.0547,1.3,1.3076,Weak IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,evergreen-iv-l-p,private_equity,1,0.0547,1.3,1.3076,,,2024-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"Evergreen Pacific Partners II, L.P.",Evergreen Pacific,2008.0,18.0,buyout,north_america,0.2197,2.0,2.0487,Good IRR,Good TVPI,Strong realized DPI,False,,,,evergreen-pacific-partners-ii-l-p,private_equity,1,0.2197,2.0,2.0487,224847466.0,,2024-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,"EW Healthcare Partners Acquisition Fund, L.P.",EW Healthcare,2021.0,5.0,buyout,north_america,,1.24368,0.0534,Missing IRR,Weak TVPI,Weak DPI for age,False,,,,ew-healthcare-partners-acquisition-fund-l-p,private_equity,1,,1.24368,0.0534,81567349.0,,2021-09-30,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"Excellere Capital Fund II, L.P.",Excellere Capital,2011.0,15.0,buyout,global,0.2762,1.89,1.6649,Excellent IRR,Good TVPI,Strong realized DPI,False,,,,excellere-capital-fund-ii-l-p,private_equity,2,0.2762,1.89,1.6649,240430188.0,,2025-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Very weak realization | Institutional match found | Red flags: Old vintage with weak DPI,High,1,Old vintage with weak DPI,Exxel Capital Partners V,Exxel,1997.0,29.0,buyout,latin_america,,0.09,0.0885057,Missing IRR,Weak TVPI,Very weak realization,True,Exxel Capital Partners V,-8.549999999999997,1.0,exxel-capital-partners-v,private_equity,1,,0.09,0.0885057,,,2025-06-30,exxel-capital-partners-v,Exxel Capital Partners V,Exxel,1997.0,buyout,latin_america,,0.09,0.0885057,fund_000044,2000.0,19.0,2025-Q3,0.5,-5.5,0.315
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | Institutional match found | Red flags: Old vintage with weak DPI,High,1,Old vintage with weak DPI,Exxel Capital Partners VI,Exxel,2000.0,26.0,buyout,latin_america,-0.056,0.5,0.287599,Weak IRR,Weak TVPI,Very weak realization,True,Exxel Capital Partners V,-8.549999999999997,0.937,exxel-capital-partners-vi,private_equity,1,-0.056,0.5,0.287599,,,2025-06-30,exxel-capital-partners-vi,Exxel Capital Partners VI,Exxel,2000.0,buyout,latin_america,-0.056,0.5,0.287599,fund_000044,2000.0,19.0,2025-Q3,0.5,-5.5,0.315
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,"Fairview Capital III, L.P.",Fairview,2001.0,25.0,buyout,north_america,-0.035,0.8,0.8,Weak IRR,Weak TVPI,Low realization,False,,,,fairview-capital-iii-lp,private_equity,2,-0.035,0.8,0.8,54500000.0,,2023-03-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,"Fairview Constitution II, L.P.",Fairview,2005.0,21.0,buyout,north_america,0.0691,1.6,1.5,Weak IRR,Acceptable TVPI,Strong realized DPI,False,,,,fairview-constitution-ii-l-p,private_equity,1,0.0691,1.6,1.5,20638720.0,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,"Fairview Constitution III, L.P.",Fairview,2007.0,19.0,buyout,north_america,0.1771,2.8,2.5,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,fairview-constitution-iii-l-p,private_equity,1,0.1771,2.8,2.5,129013924.0,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Fairview Constitution IV, L.P.",Fairview,2012.0,14.0,buyout,north_america,0.1599,2.6,1.4,Good IRR,Excellent TVPI,Acceptable realized DPI,False,,,,fairview-constitution-iv-l-p,private_equity,1,0.1599,2.6,1.4,215483170.0,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Good TVPI | Low realization | No institutional match,Medium,0,,Fairview Special Opportunities Fund II LP,Fairview,2015.0,11.0,buyout,global,0.143,2.38,0.627859,Acceptable IRR,Good TVPI,Low realization,False,,,,fairview-special-opportunities-fund-ii,private_equity,1,0.143,2.38,0.627859,178968255.0,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,Fairview Special Opportunities Fund LP,Fairview,2011.0,15.0,buyout,global,0.215,4.01,2.26819,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,fairview-special-opportunities-fund-l-p,private_equity,1,0.215,4.01,2.26819,101000000.0,,2024-12-31,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,"Fairview Ventures Fund II - NY, LP",Fairview,2002.0,24.0,venture_capital,north_america,,1.53318,1.50623,Missing IRR,Acceptable TVPI,Strong realized DPI,False,,,,fairview-ventures-fund-ii-ny-lp,private_equity,1,,1.53318,1.50623,100500000.0,,2025-03-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | Institutional match found,High,0,,Fairview Ventures Fund II LP,Fairview,2003.0,23.0,venture_capital,north_america,0.039,1.34,1.34132,Weak IRR,Acceptable TVPI,Acceptable realized DPI,True,Granite Ventures II,39.99999999999999,0.757,fairview-ventures-fund-ii-l-p,private_equity,2,0.039,1.34,1.34132,120600000.0,,2024-12-31,fairview-ventures-fund-ii-l-p,Fairview Ventures Fund II LP,Fairview,2003.0,venture_capital,north_america,0.039,1.34,1.34132,fund_000061,2005.0,19.0,2025-Q3,2.77,10.6,0.0699999999999998
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"Fairview Ventures III, L.P.",Fairview,2003.0,23.0,venture_capital,north_america,0.118,1.83,1.82843,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,fairview-ventures-iii-l-p,private_equity,5,0.118,1.83,1.82843,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,Falconhead Capital Partners II,Falcon Strategic,2006.0,20.0,buyout,north_america,0.066,1.56,1.5611,Weak IRR,Acceptable TVPI,Strong realized DPI,False,,,,falconhead-capital-partners-ii,private_equity,2,0.066,1.56,1.5611,82230891.0,,2025-06-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Excellent TVPI | Missing DPI | No institutional match,Medium,0,,"Falconhead Capital Partners II, L.P. IV, L.P.",,2006.0,20.0,buyout,north_america,0.092,6.6,,Acceptable IRR,Excellent TVPI,Missing DPI,False,,,,fund-falconhead-capital-partners-ii-l-p-iv-l-p,private_equity,1,0.092,6.6,,,,2024-09-30,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Excellent TVPI | Developing DPI | No institutional match,Medium,0,,Falfurrias Capital Partners IV LP,Falfurrias,2019.0,7.0,buyout,north_america,0.354,2.55,0.607307,Excellent IRR,Excellent TVPI,Developing DPI,False,,,,falfurrias-capital-partners-iv-lp,private_equity,1,0.354,2.55,0.607307,1096979824.0,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Acceptable IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,Falfurrias Capital Partners V LP,Falfurrias,2021.0,5.0,buyout,north_america,0.145,1.22,0.0,Acceptable IRR,Weak TVPI,Weak DPI for age,False,,,,falfurrias-capital-partners-v-lp,private_equity,1,0.145,1.22,0.0,970758663.0,,2024-12-31,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Missing TVPI | Missing DPI | No institutional match,Medium,0,,Falfurrias Growth Partners I,Falfurrias,2023.0,3.0,growth_equity,north_america,-0.1349,,,Weak IRR,Missing TVPI,Missing DPI,False,,,,falfurrias-growth-partners-i,private_equity,1,-0.1349,,,389600130.0,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Acceptable IRR | Acceptable TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Farol Fund II,Farol,2018.0,8.0,buyout,north_america,0.13,1.54,0.25,Acceptable IRR,Acceptable TVPI,Very weak realization,False,,,,farol-fund-ii,private_equity,1,0.13,1.54,0.25,72224228.0,,2024-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,Farol Fund III,Farol,2024.0,2.0,buyout,north_america,,1.11,0.0,Missing IRR,Weak TVPI,Too early for DPI,False,,,,farol-fund-iii,private_equity,1,,1.11,0.0,24340371.0,,2024-06-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,FCO MA II LP,FCO MA,2010.0,16.0,buyout,north_america,0.1552,2.13943,2.0489,Good IRR,Good TVPI,Strong realized DPI,False,,,,fco-ma-ii-lp,private_equity,1,0.1552,2.13943,2.0489,,,2025-06-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"FCO MA III, L.P. PE",FCO MA,2012.0,14.0,buyout,north_america,0.0941,1.45421,1.4038,Acceptable IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,fco-ma-iii-l-p-pe,private_equity,1,0.0941,1.45421,1.4038,,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,FCO MA IV L.P. PE,FCO MA,2015.0,11.0,buyout,north_america,0.0701,1.29583,0.9854,Weak IRR,Weak TVPI,Low realization,False,,,,fco-ma-iv-l-p-pe,private_equity,1,0.0701,1.29583,0.9854,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Weak TVPI | Developing DPI | No institutional match,Medium,0,,FCO MA V L.P.,FCO MA,2019.0,7.0,buyout,north_america,0.1308,1.29478,0.8266,Acceptable IRR,Weak TVPI,Developing DPI,False,,,,fco-ma-v-l-p,private_equity,1,0.1308,1.29478,0.8266,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Weak TVPI | Low but acceptable DPI | No institutional match,Medium,0,,FCO V Expansion Tranche,FCO MA,2020.0,6.0,growth_equity,north_america,0.1052,1.19889,0.3019,Acceptable IRR,Weak TVPI,Low but acceptable DPI,False,,,,fco-v-expansion-tranche,private_equity,1,0.1052,1.19889,0.3019,,,2025-06-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,FdG Capital Partners,FdG,1999.0,27.0,buyout,north_america,0.151,1.81,1.8079,Good IRR,Good TVPI,Strong realized DPI,False,,,,fdg-capital-partners,private_equity,4,0.151,1.81,1.8079,39000000.0,,2025-06-30,,,,,,,,,,,,,,,,
Watchlist,Weak IRR | Excellent TVPI | Acceptable realized DPI | No institutional match,Medium,0,,FdG Capital Partners II LP,FdG,2004.0,22.0,buyout,north_america,0.068,3.6,1.1919,Weak IRR,Excellent TVPI,Acceptable realized DPI,False,,,,fdg-capital-partners-ii-lp,private_equity,4,0.036,1.21,1.1919,20000000.0,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Weak TVPI | Acceptable realized DPI | Institutional match found,High,0,,Fenway Partners Capital Fund II,Fenway,1998.0,28.0,buyout,north_america,0.042,1.16,1.16068,Weak IRR,Weak TVPI,Acceptable realized DPI,True,Fenway Partners Capital Fund II,33.8,1.0,fenway-partners-capital-fund-ii,private_equity,2,0.042,1.16,1.16068,141400000.0,,2025-06-30,fenway-partners-capital-fund-ii,Fenway Partners Capital Fund II,Fenway,1998.0,buyout,north_america,0.042,1.16,1.16068,fund_000045,2002.0,19.0,2025-Q3,1.325,5.6,-0.1049999999999999
Watchlist,Weak IRR | Acceptable TVPI | Strong realized DPI | Institutional match found,High,0,,Fenway Partners Capital Fund III,Fenway,2006.0,20.0,buyout,north_america,0.07,1.53,1.534,Weak IRR,Acceptable TVPI,Strong realized DPI,True,Fenway Partners Capital Fund II,33.8,0.875,fenway-partners-capital-fund-iii,private_equity,4,0.067,1.49,1.4914,621000000.0,,2025-06-30,fenway-partners-capital-fund-iii,Fenway Partners Capital Fund III,Fenway,2006.0,buyout,north_america,0.07,1.53,1.534,fund_000045,2002.0,19.0,2025-Q3,1.325,5.6,-0.1049999999999999
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"FFL Capital Partners IV, L.P.",Ffl Capital,2015.0,11.0,buyout,north_america,0.1669,1.7,1.6937,Good IRR,Good TVPI,Strong realized DPI,False,,,,ffl-capital-partners-iv-l-p,private_equity,1,0.1669,1.7,1.6937,417774767.0,,2024-09-30,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,"FG Next Flatirons I, L.P.",FG Next Flatirons,,0.0,venture_capital,north_america,-0.0349,0.905895,,Weak IRR,Weak TVPI,Missing DPI,False,,,,fg-next-flatirons-i-l-p,private_equity,1,-0.0349,0.905895,,24704168.0,,2025-12-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,"FH BMX Co-Invest Aggregator, L.P.","FH BMX Co-Invest Aggregator, L.P",2024.0,2.0,buyout,north_america,,1.29,0.0656055,Missing IRR,Weak TVPI,Too early for DPI,False,,,,fh-bmx-co-invest-aggregator-l-p,private_equity,1,,1.29,0.0656055,,,2024-12-31,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Acceptable TVPI | Acceptable realized DPI | Institutional match found,High,0,,Fifth Cinven Fund,Fifth Cinven,2012.0,14.0,buyout,europe,0.172,1.68,1.45195,Good IRR,Acceptable TVPI,Acceptable realized DPI,True,Fifth Cinven Fund,35.3,1.08,fifth-cinven-fund,private_equity,1,0.172,1.68,1.45195,,,2025-06-30,fifth-cinven-fund,Fifth Cinven Fund,Fifth Cinven,2012.0,buyout,europe,0.172,1.68,1.45195,fund_000046,2012.0,19.0,2025-Q3,1.64,16.9,-0.04
Watchlist,Missing IRR | Acceptable TVPI | Acceptable realized DPI | Institutional match found,High,0,,"Fifth Cinven Fund, LP (The)",Fifth Cinven,2012.0,14.0,buyout,europe,,1.63464,1.4374,Missing IRR,Acceptable TVPI,Acceptable realized DPI,True,Fifth Cinven Fund,35.3,0.937,fifth-cinven-fund-lp-the,private_equity,1,,1.63464,1.4374,,,2025-03-31,fifth-cinven-fund-lp-the,"Fifth Cinven Fund, LP (The)",Fifth Cinven,2012.0,buyout,europe,,1.63464,1.4374,fund_000046,2012.0,19.0,2025-Q3,1.64,16.9,-0.04
Weak / Avoid,Missing IRR | Good TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,"FIMI Opportunity 6, L.P.",Fimi Opportunity,2016.0,10.0,buyout,emerging_markets,,1.94291,0.366599,Missing IRR,Good TVPI,Very weak realization,False,,,,fimi-opportunity-6-l-p,private_equity,3,,1.94291,0.366599,,,2025-03-31,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Acceptable TVPI | Weak DPI for age | Institutional match found,High,0,,"FIMI Opportunity 7, LP",Fimi Opportunity,2021.0,5.0,buyout,emerging_markets,,1.38366,0.1519,Missing IRR,Acceptable TVPI,Weak DPI for age,True,Asia Opportunity Fund II,28.5,0.778,601ba24f-7fbd-4b04-8199-f07a0bbc8b8f,private_equity,2,,1.38366,0.1519,,,2024-03-31,601ba24f-7fbd-4b04-8199-f07a0bbc8b8f,"FIMI Opportunity 7, LP",Fimi Opportunity,2021.0,buyout,emerging_markets,,1.38366,0.1519,fund_000013,2006.0,19.0,2025-Q3,1.16,2.25,-0.195
Good Candidate,Acceptable IRR | Good TVPI | Strong realized DPI | Institutional match found,High,0,,FIMI Opportunity V,Fimi Opportunity,2012.0,14.0,buyout,emerging_markets,0.13081,2.20733,1.7851,Acceptable IRR,Good TVPI,Strong realized DPI,True,Asia Opportunity Fund II,28.5,0.778,fimi-opportunity-v,private_equity,2,0.13081,2.20733,1.7851,,,2024-12-31,fimi-opportunity-v,FIMI Opportunity V,Fimi Opportunity,2012.0,buyout,emerging_markets,0.13081,2.20733,1.7851,fund_000013,2006.0,19.0,2025-Q3,1.16,2.25,-0.195
Strong Candidate,Excellent IRR | Excellent TVPI | Strong realized DPI | Institutional match found,High,0,,First Reserve Fund IX,First Reserve,2001.0,25.0,buyout,global,0.481,2.85,2.84483,Excellent IRR,Excellent TVPI,Strong realized DPI,True,First Reserve Fund IX,32.0,1.08,first-reserve-fund-ix,private_equity,2,0.481,2.85,2.84483,,,2025-06-30,first-reserve-fund-ix,First Reserve Fund IX,First Reserve,2001.0,buyout,global,0.481,2.85,2.84483,fund_000047,2001.0,19.0,2025-Q3,2.85,48.1,-0.1499999999999999
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | Institutional match found,High,0,,First Reserve Fund XI,First Reserve,2006.0,20.0,buyout,global,-0.095,0.66,0.6623,Weak IRR,Weak TVPI,Low realization,True,First Reserve Fund X,16.900000000000002,1.018,first-reserve-fund-xi,private_equity,2,-0.095,0.66,0.6623,,,2025-06-30,first-reserve-fund-xi,First Reserve Fund XI,First Reserve,2006.0,buyout,global,-0.095,0.66,0.6623,fund_000048,2006.0,19.0,2025-Q3,0.66,-10.7,0.04
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | Institutional match found,High,0,,"First Reserve Fund XII, L.P.",First Reserve,2008.0,18.0,buyout,global,-0.2488,0.52,0.5191,Weak IRR,Weak TVPI,Low realization,True,First Reserve Fund X,16.900000000000002,0.833,fund-first-reserve-fund-xii-l-p,private_equity,1,-0.2488,0.52,0.5191,,,2025-06-30,fund-first-reserve-fund-xii-l-p,"First Reserve Fund XII, L.P.",First Reserve,2008.0,buyout,global,-0.2488,0.52,0.5191,fund_000048,2006.0,19.0,2025-Q3,0.66,-10.7,0.04
Watchlist,Missing IRR | Excellent TVPI | Strong realized DPI | No institutional match | Red flags: TVPI outlier,Medium,1,TVPI outlier,Firstmark Capital Fund I,FirstMark,2005.0,21.0,venture_capital,north_america,,10.63,8.24146,Missing IRR,Excellent TVPI,Strong realized DPI,False,,,,firstmark-capital-fund-i,private_equity,1,,10.63,8.24146,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,Firstmark Capital Fund II,FirstMark,2011.0,15.0,venture_capital,north_america,,1.66,0.89438,Missing IRR,Acceptable TVPI,Low realization,False,,,,firstmark-capital-fund-ii,private_equity,1,,1.66,0.89438,,,2025-09-30,,,,,,,,,,,,,,,,
